title,id,authors,concepts
Theoretical Predictions of Fullerene Stabilities,https://openalex.org/W4292396067,Ludwik Adamowicz,"Fullerene,Computational chemistry,Ab initio,Density functional theory,Quantum,Gibbs free energy,Chemistry,Chemical physics,Materials science,Thermodynamics,Physics,Quantum mechanics,Organic chemistry"
A nonlocal physics-informed deep learning framework using the peridynamic differential operator,https://openalex.org/W3031879091,"Ali Can Bekar,Erdogan Madenci","Partial differential equation,Ansatz,Quantum nonlocality,Operator (biology),Artificial neural network,Range (aeronautics),Boundary value problem,Differential operator,Applied mathematics,Computer science,Physics,Mathematical analysis,Mathematics,Artificial intelligence,Engineering,Biochemistry,Chemistry,Repressor,Quantum mechanics,Quantum entanglement,Transcription factor,Quantum,Gene,Aerospace engineering"
Bond-Based Peridynamics with Stretch and Rotation Kinematics for Opening and Shearing Modes of Fracture,https://openalex.org/W3127364274,"Erdogan Madenci,A. O. Barut","Peridynamics,Mechanics,Isotropy,Materials science,Kinematics,Shearing (physics),Classical mechanics,Traction (geology),Rotation (mathematics),Shear (geology),Boundary value problem,Structural engineering,Physics,Geometry,Continuum mechanics,Mathematical analysis,Composite material,Mathematics,Optics,Engineering,Geomorphology,Geology"
Peridynamic modeling of bonded-lap joints with viscoelastic adhesives in the presence of finite deformation,https://openalex.org/W3107275088,"Deepak Kumar Behera,Pranab Roy,Erdogan Madenci","Viscoelasticity,Creep,Materials science,Lap joint,Peridynamics,Finite element method,Deformation (meteorology),Adhesive,Structural engineering,Nonlinear system,Relaxation (psychology),Stress relaxation,Composite material,Mechanics,Continuum mechanics,Physics,Engineering,Layer (electronics),Psychology,Social psychology,Quantum mechanics"
Peridynamics enabled learning partial differential equations,https://openalex.org/W3132542578,"Ali Can Bekar,Erdogan Madenci","Partial differential equation,Nonlinear system,Mathematics,Robustness (evolution),Applied mathematics,Partial derivative,Matrix (chemical analysis),Korteweg–de Vries equation,Vector field,Coefficient matrix,Algorithm,Mathematical analysis,Physics,Geometry,Biochemistry,Chemistry,Materials science,Quantum mechanics,Composite material,Gene,Eigenvalues and eigenvectors"
A Coupled Peridynamic and Finite Element Approach in ANSYS Framework for Fatigue Life Prediction Based on the Kinetic Theory of Fracture,https://openalex.org/W3164330156,"Yanan Zhang,Erdogan Madenci","Finite element method,Peridynamics,Discretization,Structural engineering,Fracture (geology),Representation (politics),Tension (geology),Fracture mechanics,Coupling (piping),Materials science,Displacement (psychology),Degrees of freedom (physics and chemistry),Mechanics,Computer science,Mathematical analysis,Mathematics,Applied mathematics,Engineering,Ultimate tensile strength,Continuum mechanics,Physics,Composite material,Thermodynamics,Psychology,Politics,Political science,Law,Psychotherapist"
Combined peridynamics and kinetic theory of fracture for fatigue failure of composites under constant and variable amplitude loading,https://openalex.org/W3105016500,Erdogan Madenci,"Peridynamics,Materials science,Amplitude,Stiffness,Fracture (geology),Composite laminates,Constant (computer programming),Composite material,Reduction (mathematics),Structural engineering,Stress (linguistics),Composite number,Mechanics,Mathematics,Physics,Continuum mechanics,Computer science,Engineering,Geometry,Quantum mechanics,Programming language,Linguistics,Philosophy"
Peridynamic Modeling of Compression After Impact Damage in Composite Laminates,https://openalex.org/W3143227257,Erdogan Madenci,"Materials science,Delamination (geology),Compression (physics),Peridynamics,Composite material,Composite laminates,Transient (computer programming),Compressive strength,Composite number,Deformation (meteorology),Structural engineering,Mechanics,Computer science,Geology,Engineering,Continuum mechanics,Paleontology,Physics,Subduction,Tectonics,Operating system"
"Peridynamic Modeling, Numerical Techniques, and Applications",https://openalex.org/W3165962836,Erdogan Madenci,"Peridynamics,Computer science,Mechanics,Physics,Continuum mechanics"
Deep learning for solution and inversion of structural mechanics and vibrations,https://openalex.org/W3162126178,"Ali Can Bekar,Erdogan Madenci","Inversion (geology),Ordinary differential equation,Artificial intelligence,Computer science,Deep learning,Vibration,Artificial neural network,Partial differential equation,Deep neural networks,Machine learning,Differential equation,Mathematics,Mathematical analysis,Geology,Physics,Acoustics,Seismology,Tectonics"
Peridynamics for axisymmetric analysis,https://openalex.org/W3080135783,"Cody Mitts,Erdogan Madenci","Peridynamics,Rotational symmetry,Mechanics,Computer science,Physics,Continuum mechanics"
Contact analysis of rigid and deformable bodies with peridynamics,https://openalex.org/W3162120723,"Sundaram Vinod K. Anicode,Erdogan Madenci","Peridynamics,Discretization,Contact force,Mechanics,Classical mechanics,Motion (physics),Computer science,Physics,Mathematics,Mathematical analysis,Continuum mechanics"
Modeling inelasticity in peridynamics,https://openalex.org/W3183048175,Erdogan Madenci,"Peridynamics,Viscoelasticity,Plasticity,Deformation (meteorology),Materials science,Finite element method,Nonlinear system,Tension (geology),Mechanics,Structural engineering,Composite material,Continuum mechanics,Physics,Engineering,Ultimate tensile strength,Quantum mechanics"
Prediction of thermal oxidation damage in polymers by using peridynamics,https://openalex.org/W3190711764,"Deepak Kumar Behera,Pranab Roy,Erdogan Madenci","Epoxy,Materials science,Peridynamics,Isothermal process,Polymer,Composite material,Glass transition,Thermal expansion,Deformation (meteorology),Finite element method,Thermal,Diffusion,Fracture (geology),Degradation (telecommunications),Continuum mechanics,Thermodynamics,Computer science,Physics,Telecommunications"
Peridynamic Modeling of Laminated Composites,https://openalex.org/W3041039381,Erdogan Madenci,"Materials science,Composite material,Composite number,Peridynamics,Displacement (psychology),Ordinary differential equation,Structural engineering,Operator (biology),Differential equation,Mechanics,Mathematics,Mathematical analysis,Physics,Engineering,Continuum mechanics,Chemistry,Psychology,Biochemistry,Repressor,Transcription factor,Psychotherapist,Gene"
Coupled peridynamics and XFEM,https://openalex.org/W3081435227,"Erdogan Madenci,A. O. Barut","Peridynamics,Discontinuity (linguistics),Finite element method,Displacement field,Singularity,Kinematics,Extended finite element method,Displacement (psychology),Infinitesimal,Mathematical analysis,Mathematics,Structural engineering,Mechanics,Physics,Classical mechanics,Continuum mechanics,Engineering,Psychology,Psychotherapist"
Three-dimensional moisture diffusion simulation with time dependent saturated concentration in ANSYS through native thermal and spring elements,https://openalex.org/W3166852818,"Sundaram Vinod K. Anicode,Erdogan Madenci","Moisture,Thermal diffusivity,Diffusion,Desorption,Bar (unit),Materials science,Spring (device),Thermal,Finite element method,Absorption (acoustics),Activation energy,Thermodynamics,Composite material,Chemistry,Meteorology,Physics,Adsorption,Organic chemistry"
Peridynamics for Numerical Analysis,https://openalex.org/W3168826524,"Erdogan Madenci,A. O. Barut","Peridynamics,Discontinuity (linguistics),Singularity,Jump,Ordinary differential equation,Numerical integration,Mathematics,Numerical differentiation,Partial differential equation,Process (computing),Mathematical analysis,Boundary value problem,Applied mathematics,Range (aeronautics),Differential equation,Calculus (dental),Computer science,Physics,Classical mechanics,Continuum mechanics,Engineering,Quantum mechanics,Aerospace engineering,Operating system,Medicine,Dentistry"
Application of peridynamics for rock mechanics and porous media,https://openalex.org/W3169342540,Erdogan Madenci,"Poromechanics,Consolidation (business),Peridynamics,Analogy,Porous medium,Displacement (psychology),Mechanics,Porosity,Continuum mechanics,Pore water pressure,Geology,Geotechnical engineering,Materials science,Mathematics,Classical mechanics,Physics,Philosophy,Psychology,Linguistics,Accounting,Business,Psychotherapist"
Solving the Eikonal equation for compressional and shear waves in anisotropic media using peridynamic differential operator,https://openalex.org/W3178684385,"Ali Can Bekar,Erdogan Madenci","Eikonal equation,Mathematical analysis,Classification of discontinuities,Eikonal approximation,Shear waves,Discretization,Partial differential equation,Physics,Operator (biology),Classical mechanics,Mathematics,Shear (geology),Geology,Petrology,Biochemistry,Chemistry,Repressor,Transcription factor,Gene"
Ethnic Differences in Survival Among Lung Cancer Patients: A Systematic Review,https://openalex.org/W3178126971,"Sarah N. Price,Melissa Flores,Heidi Hamann,John Ruiz","Medicine,Context (archaeology),Lung cancer,Ethnic group,MEDLINE,Epidemiology,Cochrane Library,Systematic review,Demography,Cancer,Internal medicine,Meta-analysis,Oncology,Gerontology,Paleontology,Sociology,Anthropology,Political science,Law,Biology"
Hispanic Ethnic Density May Be Protective for Older Black/African American and Non-Hispanic White Populations for Some Health Conditions: An Exploration of Support and Neighborhood Mechanisms,https://openalex.org/W3142163036,"Melissa Flores,John Ruiz,Emily A. Butler,David A. Sbarra","Ethnic group,Mediation,Gerontology,Demography,Health equity,Medicine,Health and Retirement Study,Residence,Population,Psychology,Public health,Environmental health,Nursing,Sociology,Anthropology,Political science,Law"
The intersectional role of social stress in fracture risk: results from the Women’s Health Initiative,https://openalex.org/W3164971638,"Yann C. Klimentidis,Jennifer W. Bea,Chengcheng Hu,David O. Garcia,Lindsay N. Kohler,Melissa Flores,Zhao Chen","Medicine,Incidence (geometry),Demography,Social support,Ethnic group,Gerontology,Prospective cohort study,Social stress,Trier social stress test,Population,Internal medicine,Psychiatry,Environmental health,Psychology,Biochemistry,Chemistry,Physics,Sociology,Fight-or-flight response,Anthropology,Optics,Psychotherapist,Gene"
Does the Hispanic Mortality Advantage Vary by Marital Status Among Postmenopausal Women in the Women’s Health Initiative?,https://openalex.org/W3122833201,"Melissa Flores,John Ruiz,Emily A. Butler,David A. Sbarra,David O. Garcia,Lindsay N. Kohler,Tracy E. Crane,Cynthia A. Thomson","Ethnic group,Marital status,Demography,Socioeconomic status,Pacific islanders,Medicine,Gerontology,Observational study,Health equity,Psychology,Public health,Population,Nursing,Pathology,Sociology,Anthropology"
Structural Changes in Thalamic Nuclei Across Prodromal and Clinical Alzheimer’s Disease,https://openalex.org/W3163877061,"Adam Bernstein,Steven Z. Rapcsak,Manojkumar Saranathan","Thalamus,Atrophy,Neuroscience,Psychology,Lateral geniculate nucleus,Alzheimer's disease,Cognition,Medicine,Disease,Pathology,Visual cortex"
Performance ramifications of abnormal functional connectivity of ventral posterior lateral thalamus with cerebellum in abstinent individuals with Alcohol Use Disorder,https://openalex.org/W3120205544,Manojkumar Saranathan,"Thalamus,Neuroscience,Cerebellum,Psychology,Alcohol use disorder,Hippocampus,Putamen,Cognition,Functional connectivity,Functional magnetic resonance imaging,Biology,Alcohol,Biochemistry"
Convolutional Neural Network Based Frameworks for Fast Automatic Segmentation of Thalamic Nuclei from Native and Synthesized Contrast Structural MRI,https://openalex.org/W3204577561,"Lavanya Umapathy,Mahesh Bharath Keerthivasan,Ali Bilgin,Manojkumar Saranathan","Segmentation,Convolutional neural network,Artificial intelligence,Contrast (vision),Computer science,Pattern recognition (psychology)"
012 Volumetric and connectivity profile of regional thalamic abnormality in amyotrophic lateral sclerosis,https://openalex.org/W3194257621,Manojkumar Saranathan,"Thalamus,Abnormality,White matter,Neuroscience,Amyotrophic lateral sclerosis,Neurodegeneration,Medicine,Nuclear medicine,Magnetic resonance imaging,Psychology,Pathology,Disease,Radiology,Psychiatry"
"Municipal police support for harm reduction services in officer-led referrals of people who inject drugs in Tijuana, Mexico",https://openalex.org/W3183671362,Mario Morales,"Harm reduction,Medicine,Law enforcement,Officer,Family medicine,Needle sharing,Health psychology,Referral,Psychiatry,Public health,Environmental health,Nursing,Human immunodeficiency virus (HIV),Syphilis,Political science,Law,Condom"
Reducing police occupational needle stick injury risk following an interactive training: the SHIELD cohort study in Mexico,https://openalex.org/W3154711930,Mario Morales,"Medicine,Public health,Occupational safety and health,Officer,Syringe,Environmental health,Attrition,Cohort,Intervention (counseling),Nursing,Psychiatry,Dentistry,Pathology,Political science,Internal medicine,Law"
Interhemispheric functional connectivity of sensorimotor cortex predicts responsiveness of transcranial magnetic stimulation in older adults,https://openalex.org/W3215538574,"Yilin Liu,Kenneth Lim,Mark Sundman,Chidi Ugonna,Viet Ton That,Stephen L. Cowen,Ying-hui Chou","Transcranial magnetic stimulation,Motor cortex,Psychology,Somatosensory system,Neuroscience,Primary motor cortex,Stimulation,Neuroplasticity,Resting state fMRI,Functional connectivity,Physical medicine and rehabilitation,Medicine"
Cognitively impaired older adults exhibit diminished rise in I/O curve with TMS,https://openalex.org/W3216196335,"Mark Sundman,Kenneth Lim,Viet Ton That,Jack-Morgan Mizell,Ying-hui Chou","Transcranial magnetic stimulation,Motor cortex,Intensity (physics),Stimulation,Psychology,Audiology,Evoked potential,Cognition,Area under the curve,Neuroscience,Internal medicine,Medicine,Physics,Quantum mechanics"
Universal and taxon-specific trends in protein sequences as a function of age,https://openalex.org/W3118835475,"Jennifer E. James,Sara M. Willis,Paul Nelson,Catherine Weibel,Luke Kosinski,Joanna Masel","Evolutionary biology,Biology,Cluster analysis,Taxon,Genetic code,Extant taxon,Protein domain,Phylogenetic tree,Three-domain system,Genome,Computational biology,Amino acid,Genetics,Gene,Ecology,Computer science,Machine learning"
Quantifying meaningful usage of a SARS-CoV-2 exposure notification app on the campus of the University of Arizona,https://openalex.org/W3127336471,"Joanna Masel,Alexandra Shilen,Bruce Helming,J Rutschman,Gayle C. Windham,Kristen Pogreba-Brown,Kacey C. Ernst","Context (archaeology),Test (biology),Contact tracing,Analytics,Computer science,Internet privacy,Coronavirus disease 2019 (COVID-19),Psychology,Medicine,Data science,Geography,Paleontology,Disease,Archaeology,Pathology,Infectious disease (medical specialty),Biology"
Quantifying SARS‐CoV‐2 Infection Risk Within the Google/Apple Exposure Notification Framework to Inform Quarantine Recommendations,https://openalex.org/W3173586525,"Amanda M. Wilson,Nathan Aviles,Paloma I. Beamer,Yijie Chen,Young Jun Son,Kacey C. Ernst,Joanna Masel","Quarantine,Statistics,Bluetooth,Asymptomatic,Coronavirus disease 2019 (COVID-19),Medicine,Attenuation,Toxicology,Biology,Mathematics,Computer science,Wireless,Internal medicine,Telecommunications,Physics,Disease,Pathology,Infectious disease (medical specialty),Optics"
Differences in evolutionary accessibility determine which equally effective regulatory motif evolves to generate pulses,https://openalex.org/W3197200418,"Kun Xiong,Joanna Masel","Motif (music),Biology,Effector,Gene,Genetics,Phenotype,Computational biology,Evolutionary biology,Positive selection,Cell biology,Physics,Acoustics"
"The economic value of quarantine is higher at lower case prevalence, with quarantine justified at lower risk of infection",https://openalex.org/W3198672082,"James Ian Mackie Petrie,Joanna Masel","Quarantine,Social distance,Pandemic,Isolation (microbiology),Operationalization,Coronavirus disease 2019 (COVID-19),Transmission (telecommunications),Disease,Value (mathematics),Business,Environmental health,Economics,Development economics,Public economics,Infectious disease (medical specialty),Biology,Medicine,Computer science,Ecology,Telecommunications,Philosophy,Epistemology,Pathology,Machine learning,Microbiology"
Modelling the effectiveness and social costs of daily lateral flow antigen tests versus quarantine in preventing onward transmission of COVID-19 from traced contacts,https://openalex.org/W3188956045,Joanna Masel,"Quarantine,Contact tracing,Transmission (telecommunications),Isolation (microbiology),Coronavirus disease 2019 (COVID-19),Population,Test (biology),Medicine,Computer science,Biology,Environmental health,Ecology,Disease,Telecommunications,Internal medicine,Bioinformatics,Infectious disease (medical specialty)"
nQMaker: estimating time non-reversible amino acid substitution models,https://openalex.org/W3207268058,Joanna Masel,"Phylogenetic tree,Substitution (logic),Tree (set theory),Inference,Set (abstract data type),Range (aeronautics),Computer science,Feature (linguistics),Taxon,Biology,Artificial intelligence,Mathematics,Combinatorics,Ecology,Genetics,Linguistics,Philosophy,Materials science,Gene,Composite material,Programming language"
The cost of selection in selective deaths paid out of reproductive excess,https://openalex.org/W3208175161,"Joseph Matheson,Joanna Masel","Adaptation (eye),Limit (mathematics),Confusion,Dilemma,Computer science,Speed limit,Term (time),Selection (genetic algorithm),Substitution (logic),Line (geometry),Econometrics,Biology,Mathematics,Artificial intelligence,Geography,Psychology,Physics,Mathematical analysis,Geometry,Neuroscience,Psychoanalysis,Programming language,Archaeology,Quantum mechanics"
"Residual Film Stresses in Perovskite Solar Cells: Origins, Effects, and Mitigation Strategies",https://openalex.org/W3209449479,"Matthew Dailey,Yanan Li,Adam D. Printz","Perovskite (structure),Residual stress,Materials science,Thin film,Halide,Residual,Engineering physics,Nanotechnology,Composite material,Computer science,Chemical engineering,Chemistry,Engineering,Inorganic chemistry,Algorithm"
Performance and stability improvements in metal halide perovskite with intralayer incorporation of organic additives,https://openalex.org/W3182386483,"Yanan Li,Matthew Dailey,Patrick J. Lohr,Adam D. Printz","Halide,Perovskite (structure),Photovoltaics,Materials science,Metal,Diode,Thin film,Metal halides,Optoelectronics,Chemical engineering,Inorganic chemistry,Nanotechnology,Chemistry,Photovoltaic system,Metallurgy,Electrical engineering,Engineering"
Globally resolved surface temperatures since the Last Glacial Maximum,https://openalex.org/W3145323572,"Matthew Osman,Jessica E. Tierney,John D. King","Paleoclimatology,Climatology,Radiative forcing,Proxy (statistics),Last Glacial Maximum,Climate change,Environmental science,Ice core,Climate model,Glacial period,Holocene,Forcing (mathematics),Atmospheric sciences,Geology,Oceanography,Machine learning,Geomorphology,Computer science"
"North Atlantic jet stream projections in the context of the past 1,250 years",https://openalex.org/W3201591423,Matthew Osman,"Context (archaeology),Forcing (mathematics),Climatology,Snow,Jet stream,Range (aeronautics),North Atlantic oscillation,Middle latitudes,Climate model,Jet (fluid),Greenhouse gas,Climate change,Natural (archaeology),Ice core,Environmental science,Atmospheric sciences,Geology,Meteorology,Geography,Oceanography,Physics,Paleontology,Materials science,Composite material,Thermodynamics"
Abrupt Common Era hydroclimate shifts drive west Greenland ice cap change,https://openalex.org/W3196842967,Matthew Osman,"Ice core,Arctic,Groenlandia,Glacier,Climate change,Future sea level,Snow,Temperature record,Geology,Climatology,Physical geography,Glacial period,Peninsula,Cryosphere,Arctic ice pack,Ice sheet,Greenland ice sheet,Paleoclimatology,Oceanography,Sea ice,Antarctic sea ice,Geography,Geomorphology,Archaeology"
"Marine Aerosol Records of Arctic Sea‐Ice and Polynya Variability From New Ellesmere and Devon Island Firn Cores, Nunavut, Canada",https://openalex.org/W3193526601,Matthew Osman,"Firn,Sea ice,Oceanography,Arctic,Geology,Ice core,Arctic ice pack,Bay,Climatology,Arctic sea ice decline,Antarctic sea ice,Snow,Geomorphology"
Selective targeting of NaV1.7 via inhibition of the CRMP2-Ubc9 interaction reduces pain in rodents,https://openalex.org/W3211786700,"Sanjun Cai,Aubin Moutal,Jie Yu,Lindsey A. Chew,Kimberly Gómez,Shizhen Luo,Yuan Zhou,Aude Chefdeville,Cynthia L. Madura,Samantha Perez‐Miller,Shreya S. Bellampalli,Angie Dorame,David D. Scott,Liberty François‐Moutal,Zhiming Shan,Vijay Gokhale,Todd W. Vanderah,May Khanna,Rajesh Khanna","Pharmacology,NAV1,Sodium channel,Nociception,Medicine,In vivo,Opioid,Nav1.5,Neurotoxicity,Neuroscience,Chemistry,Receptor,Biology,Internal medicine,Toxicity,Biotechnology,Organic chemistry,Sodium"
<i>In Silico</i> Targeting of the Long Noncoding RNA MALAT1,https://openalex.org/W3146626743,"Liberty François‐Moutal,Victor G. Miranda,Niloufar Mollasalehi,Vijay Gokhale,May Khanna","MALAT1,In silico,RNA,Computational biology,Non-coding RNA,RNA-binding protein,Transfer RNA,Biology,Gene,Chemistry,Long non-coding RNA,Genetics"
<i>In Silico</i> Targeting of the Long Noncoding RNA MALAT1,https://openalex.org/W3146626743,"Liberty François‐Moutal,Victor G. Miranda,Niloufar Mollasalehi,Vijay Gokhale,May Khanna","MALAT1,In silico,RNA,Computational biology,Non-coding RNA,RNA-binding protein,Transfer RNA,Biology,Gene,Chemistry,Long non-coding RNA,Genetics"
Antihypertensive drug treatment and susceptibility to SARS-CoV-2 infection in human PSC-derived cardiomyocytes and primary endothelial cells,https://openalex.org/W3198360165,"Jessika Iwanski,Sobhi G. Kazmouz,Shuaizhi Li,Ben Stansfield,Tori T. Salem,Samantha Perez‐Miller,Toshinobu Kazui,Lipsa Jena,Jennifer L. Uhrlaub,Scott D. Lick,Janko Nikolich‐Žugich,John P. Konhilas,Carol C. Gregorio,May Khanna,Samuel K. Campos,Jared M. Churko","Biology,Induced pluripotent stem cell,Tumor necrosis factor alpha,Immunology,Pharmacology,Gene,Genetics,Embryonic stem cell"
"Direct targeting of TDP-43, from small molecules to biologics: the therapeutic landscape",https://openalex.org/W3176204537,"Liberty François‐Moutal,David D. Scott,May Khanna","Amyotrophic lateral sclerosis,Small molecule,Cytoplasm,Ubiquitin,Protein aggregation,Cell biology,Chemistry,Biology,Neuroscience,Medicine,Cancer research,Biochemistry,Pathology,Disease,Gene"
"Direct targeting of TDP-43, from small molecules to biologics: the therapeutic landscape",https://openalex.org/W3176204537,"Liberty François‐Moutal,David D. Scott,May Khanna","Amyotrophic lateral sclerosis,Small molecule,Cytoplasm,Ubiquitin,Protein aggregation,Cell biology,Chemistry,Biology,Neuroscience,Medicine,Cancer research,Biochemistry,Pathology,Disease,Gene"
Heat Shock Protein Grp78/BiP/HspA5 Binds Directly to TDP-43 and Mitigates Toxicity Associated with Neurodegenerative Disease Pathology,https://openalex.org/W4200122834,"Liberty François‐Moutal,David D. Scott,Andrew J. Ambrose,Christopher J. Zerio,Jacob M. Carlson,Aubin Moutal,Rajesh Khanna,May Khanna","Hsp70,Stress granule,Heat shock protein,Protein aggregation,Gene isoform,Neurodegeneration,Cell biology,Biology,Chaperone (clinical),Translation (biology),Biochemistry,Disease,Medicine,Pathology,Messenger RNA,Gene"
Genomic Background Governs Opposing Responses to Nalidixic Acid upon Megaplasmid Acquisition in Pseudomonas,https://openalex.org/W3129778623,"David A. Baltrus,Caitlin Smith,MacKenzie Derrick,Courtney Leligdon,Zoe Rosenthal,Madison Mollico,Andrew D. Moore,Meara Clark","Horizontal gene transfer,Nalidixic acid,Biology,Pseudomonas putida,Genetics,Plasmid,Context (archaeology),Epistasis,Gene,Genomic island,Genome,Antibiotic resistance,Bacteria,Paleontology"
Experimental evolution of the megaplasmid pMPPla107 in <i>Pseudomonas stutzeri</i> enables identification of genes contributing to sensitivity to an inhibitory agent,https://openalex.org/W3215107043,"Brian A. Smith,Kevin Dougherty,Meara Clark,David A. Baltrus","Pseudomonas stutzeri,Biology,Genetics,Plasmid,Nonsynonymous substitution,Locus (genetics),Gene,Phenotype,Experimental evolution,Mobile genetic elements,Pseudomonas,Mutagenesis,Horizontal gene transfer,Transposon mutagenesis,Pseudomonas syringae,Transposable element,Microbiology,Mutation,Bacteria,Mutant,Genome"
"Transcriptional profiles of a foliar fungal endophyte (<i>Pestalotiopsis</i>, Ascomycota) and its endohyphal bacterium (<i>Luteibacter</i>, Gammaproteobacteria) in co-culture support sulfur exchange and growth regulation",https://openalex.org/W3215619078,"Justin P. Shaffer,Morgan Carter,Joseph E. Spraker,Meara Clark,Brian A. Smith,Kevin L. Hockett,David A. Baltrus,Edward A. Arnold","Biology,Endophyte,Pestalotiopsis,Bacteria,Symbiosis,Ascomycota,Botany,Gammaproteobacteria,Mycelium,Plant use of endophytic fungi in defense,Fungus,Microbiology,Gene,16S ribosomal RNA,Biochemistry,Genetics"
Draft Genome Sequences of Multiple Streptomyces Isolates from Arizona,https://openalex.org/W3175830752,"David A. Baltrus,Aaron P. White,Caitlin Smith,Meara Clark","Minion,Streptomyces,Biology,Genome,Nanopore sequencing,Genetics,Whole genome sequencing,Evolutionary biology,Adapter (computing),Computational biology,Microbiology,Bacteria,Gene,Engineering,Electrical engineering"
Complex evolutionary history of felid anelloviruses,https://openalex.org/W3187096594,"Simona Kraberger,Cécile Richet,Michael C. Lund,Koenraad L Van Doorslaer,Melanie Culver,Arcind Varsani","Biology,Felis,Zoology,Phylogenetic tree,Puma,Felis catus,CATS,Jaguar,Rodent,Evolutionary biology,Genetics,Ecology,Gene,Predation,Computer science,Embedded system"
Complex evolutionary history of felid anelloviruses,https://openalex.org/W3187096594,"Simona Kraberger,Cécile Richet,Michael C. Lund,Koenraad L Van Doorslaer,Melanie Culver,Arcind Varsani","Biology,Felis,Zoology,Phylogenetic tree,Puma,Felis catus,CATS,Jaguar,Rodent,Evolutionary biology,Genetics,Ecology,Gene,Predation,Computer science,Embedded system"
PumaPlex100: an expanded tool for puma SNP genotyping with low-yield DNA,https://openalex.org/W3157093170,"John A. Erwin,Melanie Culver","Genotyping,Biology,Single-nucleotide polymorphism,SNP genotyping,Genetics,Genotype,SNP,Computational biology,Population,Puma,Evolutionary biology,Gene,Medicine,Environmental health"
PumaPlex100: an expanded tool for puma SNP genotyping with low-yield DNA,https://openalex.org/W3157093170,"John A. Erwin,Melanie Culver","Genotyping,Biology,Single-nucleotide polymorphism,SNP genotyping,Genetics,Genotype,SNP,Computational biology,Population,Puma,Evolutionary biology,Gene,Medicine,Environmental health"
Genetic diversity and structure in Arizona pronghorn following conservation efforts,https://openalex.org/W3183645260,"Erin E. Hahn,Melanie Culver","Subspecies,Endangered species,Genetic diversity,Inbreeding,Population,Captive breeding,Conservation genetics,Population fragmentation,Geography,Ecology,Habitat fragmentation,Biology,Habitat destruction,Habitat,Demography,Microsatellite,Inbreeding depression,Allele,Biochemistry,Sociology,Gene"
Genetic diversity and structure in Arizona pronghorn following conservation efforts,https://openalex.org/W3183645260,"Erin E. Hahn,Melanie Culver","Subspecies,Endangered species,Genetic diversity,Inbreeding,Population,Captive breeding,Conservation genetics,Population fragmentation,Geography,Ecology,Habitat fragmentation,Biology,Habitat destruction,Habitat,Demography,Microsatellite,Inbreeding depression,Allele,Biochemistry,Sociology,Gene"
"AUGMENTATION OF NATURAL PREY REDUCES CATTLE PREDATION BY PUMA (PUMA CONCOLOR) AND JAGUAR (PANTHERA ONCA) ON A RANCH IN SONORA, MEXICO",https://openalex.org/W3206055491,"Melanie Culver,Karla Vargas","Predation,Jaguar,Puma,Odocoileus,Biology,Abundance (ecology),Predator,Ecology,Livestock,Panthera,Zoology,Biochemistry,Gene"
"AUGMENTATION OF NATURAL PREY REDUCES CATTLE PREDATION BY PUMA (PUMA CONCOLOR) AND JAGUAR (PANTHERA ONCA) ON A RANCH IN SONORA, MEXICO",https://openalex.org/W3206055491,"Melanie Culver,Karla Vargas","Predation,Jaguar,Puma,Odocoileus,Biology,Abundance (ecology),Predator,Ecology,Livestock,Panthera,Zoology,Biochemistry,Gene"
"Climate‐driven, but dynamic and complex? A reconciliation of competing hypotheses for species’ distributions",https://openalex.org/W3211061583,"Emily Schultz,Michiel Pillet,David D. Breshears,Margaret E. K. Evans","Climate change,Ecology,Range (aeronautics),Species distribution,Competition (biology),Extinction (optical mineralogy),Biological dispersal,Abundance (ecology),Geography,Environmental science,Biology,Population,Habitat,Paleontology,Materials science,Demography,Sociology,Composite material"
A unique hot Jupiter spectral sequence with evidence for compositional diversity,https://openalex.org/W3206286291,"Megan Mansfield,Michael R. Line,L. Wiser","Hot Jupiter,Planet,Astrophysics,Population,Exoplanet,Gas giant,Opacity,Spectral line,Physics,Eclipse,Astronomy,Astrobiology,Demography,Sociology,Optics"
"High-Resolution Metabolomic Assessment of Pesticide Exposure in Central Valley, California",https://openalex.org/W3157195591,Melissa Furlong,"Metabolome,Pesticide,Metabolomics,Exposome,Metabolic pathway,Biology,Metabolism,Population,Chemistry,Environmental chemistry,Biochemistry,Bioinformatics,Medicine,Genetics,Ecology,Environmental health"
"Inflammation biomarkers associated with arsenic exposure by drinking water and respiratory outcomes in indigenous children from three Yaqui villages in southern Sonora, México",https://openalex.org/W3134604238,"Jefferey L. Burgess,Paloma I. Beamer,Melissa Furlong,R. Clark Lantz,Mary Kay O’ Rourke","Arsenic,Urine,Ingestion,Arsenic contamination of groundwater,Medicine,Internal medicine,Animal science,Chemistry,Biology,Organic chemistry"
Differential DNA Methylation by Hispanic Ethnicity Among Firefighters in the United States,https://openalex.org/W3147615695,"Melissa Furlong,Alesia M. Jung,Ken Batai,Shawn Beitel,Sally R. Littau,Jefferey L. Burgess","DNA methylation,Epigenetics,Methylation,Biology,Genetics,Gene,Carcinogenesis,Epigenome,CpG site,Allele,Gene expression"
Linking Pesticide Use Records and Birth Certificates in Arizona,https://openalex.org/W3194379902,"Melissa Furlong,Paloma I. Beamer","Pregnancy,Medicine,Demography,Logistic regression,Birth weight,Marital status,Live birth,Pyrethroid,Environmental health,Population,Pesticide,Biology,Genetics,Sociology,Internal medicine,Agronomy"
